filename,abstract,top1,top2,top3
file-56,"Kawhi Leonard struggles in the lane in Game 7 of the Western Conference second round of the NBA playoffs at AdventHealth Arena in Lake Buena Vista, Florida, on Tuesday.
I’ve never been in Las Vegas to watch the controlled implosion of a casino, but I imagine it was a bit like scrolling through Twitter on Tuesday during the Los Angeles Clippers’ Game 7 loss to the Denver Nuggets.
It’s not every day that you get to see championship favorites blow a 3–1 series lead while only scoring 33 points in the second half of the elimination game, but the Clippers delivered the goods.
After securing the services of Kawhi Leonard in free agency last offseason, they traded promising young star Shai Gilgeous-Alexander and three future first-round picks (as well as the right to swap picks in 2023 and 2025) to Oklahoma City for All-Star forward Paul George.
The Clippers mortgaged their future on George’s ability to help them win games immediately.
Sign up for the Slate Culture newsletter
They should have gone far, which is why many, including longtime NBA reporter Howard Beck and former player (and current ESPN analyst) Matt Barnes argued that the title would go through the Clippers this year.
It’s a shame the Clippers make for such a fun pile-on, because the Denver Nuggets truly deserve all the credit in the world.
Guard Jamal Murray scored 40 points in Game 7, which is more than George and Leonard’s combined total (24 points.
(His final stat line: 16 points, 22 rebounds, 13 assists.) The Clippers had no match for Jokic, and it’s worth noting that the best player in a series that included Kawhi Leonard was a guy who runs like he’s chasing a bus he doesn’t actually want to catch.
Nikola Jokic (16 PTS, 22 REB, 13 AST) becomes the first player in #NBAplayoffs history to record a 20+ rebound triple-double in a Game 7!@nuggets advance to the Western Conference Finals vs.
pic.twitter.com/rU5Vazyf2Z— NBA (@NBA) September 16, 2020
The Lakers may look like the Clippers in that they feature two superstars, but LeBron James and Anthony Davis’ squad is nothing like their fellow Angelenos.
Unlike the Clippers, the Lakers brushed aside their brief encounters with adversity.
But when the Portland Trail Blazers triumphed in Game 1 of their opening round matchup, the Lakers responded by winning the next four.
This sequence repeated itself in the Western Conference semifinals, and Los Angeles made such easy work of the Rockets that Houston’s coach decided to become a free agent almost immediately after Game 5.
How the Lakers’ Botched Final Possession in Game 5 Played Out in Alternate Universes
How else do you explain Kawhi Leonard and Paul George combining to score 24 points in a Game 7?
Clippers head coach Doc Rivers cited his team’s lack of conditioning and various player absences from the bubble, but guard Lou Williams was more blunt.
Clippers guard Lou Williams: “We had championship expectations.
But so were the Clippers, and we all know how that experiment went.","('clippers', 0.35663057218890704)","('kawhi', 0.16082122362656134)","('leonard', 0.16082122362656134)"
file-57,"Down one point at the end of Friday’s Game 5, they had the ball and 16.8 seconds to engineer a dramatic, Finals-winning play.
You’ll notice that this article isn’t headlined “Hero Danny Green Carried Out of Bubble On Teammates’ Shoulders.” Green’s shot wasn’t even close, really, and the ball bounced off the front of the rim and into the hands of the Lakers’ Markieff Morris.
i’m gonna spend the next 100 years wondering what would’ve happened if he’d have just thrown it to a wide open lebron to win the championship pic.twitter.com/QlDi0ZNS1J— Shea Serrano (@SheaSerrano) October 10, 2020
If you believe in multiverse theory—and which NBA fan doesn’t?—then you know that, in some dimension, Morris actually did pass the ball to LeBron.
Had Morris found him on the opposite wing, he would’ve had more than just an open shot.
He would’ve had a chance to make a Finals-winning jumper, one that would usurp the 2016 chase-down block on Andre Iguodala as the play that defines his legacy.
For that to happen, Morris would’ve had to get him the ball on time and on target.
Result: Lakers turnover, Heat win, Mike Breen traumatized, LeBron clutchness undetermined.
The universe where Morris passes to Kentavious Caldwell-Pope.
Had he gotten the ball in that moment, he could’ve joined John Paxson, Steve Kerr, Robert Horry, and Ray Allen in the exclusive club of Dudes Who Get Mentioned When People Talk About Big Finals Shots.
Had he hit a series-winning 3-pointer, all the fans who’d made fun of him for earning tens of millions of dollars would look like fools.
Result: Caldwell-Pope misses, Heat win, Mike Breen untraumatized, LeBron clutchness undetermined.
The universe where Morris passes it back to Danny Green.
It looks like Morris winging a pass into Lake Apopka.
Result: Green misses, Heat win, Spurs still win 2013 Finals, LeBron clutchness undetermined.
The universe where Morris takes the shot himself.
The final and most terrifying scenario is one where Markieff Morris tries to win the game all by himself.
And, if you’re Morris, you miss 55.7 of the shots you do take.
Result: Morris makes it, Lakers win, Danny Green relieved, LeBron still criticized for some reason.","('morris', 0.373150536377723)","('shot', 0.16061882454640325)","('caldwell-pope', 0.15974708555990993)"
file-58,"Democrats are pretty clearly about to spend the month until Election Day using Donald Trump’s $750 tax bill as a rhetorical nunchuck, whacking him with it whenever they get an opening.
The morning after the New York Times published its blockbuster report on the president’s filings, Joe Biden was already selling buttons that read “I paid more income taxes than Donald Trump.” They cost $7.50.
In the longer term, though, our president’s adventures in tax avoidance should also provide a great opportunity to build political momentum for rebuilding our our battered, broken-down Internal Revenue Service, a policy item that should be high on Democrats’ to-do list if they retake power.
A decade of budget cuts and massive staff reductions have badly weakened the IRS, stripping it of the resources necessary to police frauds, and slowing audits to a trickle.
Somewhat surprisingly, Trump’s own Treasury secretary, Steve Mnuchin, has been a voice of reason in recent years, making the case for restoring the IRS’s funding, telling Congress it was “understaffed” and “under-resourced.” But given the GOP’s history on the issue, it seems likely that any effort to seriously rebuild the agency will be met with conservative opposition and hysterics.
In response, Democrats can now point to the president’s taxes.
We do not know for sure whether Trump himself has broken any tax laws, though the New York Times’ investigation certainly raises the possibility over and over.
But Trump seems to have aggressively gamed the tax code in other ways too, by claiming deductions that the New York Times suggests he may not have been entitled to.
He wrote off millions of dollars of property taxes for Seven Springs, his mansion in Westchester County, New York, as a business expense, even though his son Eric has described it as a family “compound.” Based on the paper’s reporting, it appears he paid his daughter Ivanka phantom “consulting fees” for projects she would have worked on as an employee of the Trump Organization, a move that could have lowered the president’s liability while simultaneously skirting gift taxes.
In a better, more reasonable timeline, businessmen like Trump would be scared out of these sorts of tax games, because we’d have a well-funded, aggressive IRS checking and double-checking their returns regularly for suspicious signs of fraud.","('tax', 0.38655387285468984)","('irs', 0.26381038830905207)","('budget', 0.181418542399665)"
file-59,"The explosive New York Times report on Donald Trump’s tax returns confirms a great number of things about the president’s finances we’ve only been able to speculate about for years.
One of the most stunning revelations—beyond the headline figure that Trump paid only $750 in taxes in 2016 and again in 2017—is of Trump’s attempt to get a refund from the IRS for $72 million in 2010 by claiming $1.4 billion in losses in 2008 and 2009, which would not only justify the refund but also wipe out any income tax he would owe for years to come.
We learned from tax returns leaked in the runup to the 2016 election that Donald Trump claimed a $915.7 million loss in 1995, which he used to avoid paying taxes for about 10 years.
The earlier loss was related to his failed casino business: Trump borrowed about $1 billion and lost it.
The result was that Trump got to earn about $1 billion of income going forward and pay no tax on it until 2005.
If Trump prevails in claiming this second massive loss, he will have succeeded in paying almost nothing in income taxes on more than $2 billion of income.
According to the Times, Trump claimed to have abandoned a partnership interest in that same floundering casino business, generating the loss.
We have no way of knowing whether the IRS audited Trump back in the 1990s, when he claimed the first loss.
It’s one thing to avoid taxes you should pay by understating your income or claiming a loss that can be carried forward.
Given the possibility of fraud (indeed, there is a cottage industry among some inmates of filing false refund claims so they can bilk the government), Congress wisely requires that all large tax refund requests be reviewed and approved by the Joint Committee on Taxation, a technocratic, nonpartisan organization that supports both the House and Senate when it comes to tax matters.
The New York Times reports that there was a possible settlement in 2014 but that it never happened, and that the committee’s review expanded to include subsequent years, where any unused losses would apply to reduce future income taxes.
If he prevails in claiming this second massive loss, he will have succeeded in paying almost nothing in income taxes on more than $2 billion of income.
With an election he’s losing entering its final stretch, the audit still outstanding, and more than $400 million in personally guaranteed debt coming due, it may finally be time for Trump to pay up.","('tax', 0.3044133718392852)","('income', 0.2554510961735813)","('trump', 0.21772781468344346)"
file-60,"Arguing that “housing stability helps protect public health” in a pandemic, the agency issued a nationwide ban on evictions for nonpayment of rent until the end of the year.
But as policymakers race to figure out how to deliver rental assistance and other relief to the tens of millions of families who could face eviction come January 1, they are discovering an inconvenient fact: eviction data is so bad there’s often no way to tell who is most at risk of losing their home, where they live, or how much back rent they’re likely to be evicted over.
Real-time data on which cities, counties, and neighborhoods are seeing the highest eviction rates could help municipal leaders direct rent assistance funds, lobby for additional federal and state funds for hard-hit cities and counties, and prioritize whose doors to knock on to get the word out about assistance programs.
Local data on how much back rent tenants owe would allow Congress to determine with specificity the amount of assistance renters in each state would need.
Whereas Princeton’s Eviction Lab has created a publicly available (albeit limited) national dataset on evictions, foreclosure data is largely hidden behind the paywalls of for-profit companies like Attom Data and CoreLogic.
Indeed, a new report from New America that I co-authored finds that one in three U.S. counties have no available data on how many people lose their homes through eviction and foreclosure each year.
Without critical information about where in the county evictions and foreclosures take place, or who is most impacted, municipal leaders are flying blind as they attempt to deploy diminishing amounts of pandemic aid.
But no such mandate exists for collecting data on how people lose their homes.
But there’s no profit in providing public data on how many people have lost their homes through eviction and mortgage foreclosures.
For one, without knowing how many people are losing their homes and where they live, municipal leaders can’t prioritize housing aid and outreach.
Even for-profit aggregators like Attom Data have no foreclosure records for 400 U.S. counties.
Experts estimate that natural disasters cause more than 1 million Americans to lose their homes annually, but these rough estimates say nothing about where the housing loss occurred or what happened to the people displaced.
For example: in the uproar over the nation’s eviction crisis, we have lost sight of the fact that nearly 700,000 households lose their homes to mortgage foreclosure every year.
We need national eviction and foreclosure databases.
It is likely that millions of people are impacted, but they are invisible to courts, researchers and aid agencies.
Join Slate Plus","('eviction', 0.4459430705102026)","('foreclosure', 0.3685881371482699)","('data', 0.2782880051964213)"
file-61,"Serpentine, a new book by Philip Pullman set in the universe of the His Dark Materials and The Book of Dust novels, is not properly a book at all.
It’s a short story with its page count plumped up with numerous (charming) engravings by Tom Duxbury, much like 2003’s Lyra’s Oxford and 2008’s Once Upon a Time in the North (both illustrated by John Lawrence) but without the nifty, intriguing extras included in those books: a fold-out map, a board game, and “documents” like postcards and letters alluding to the then-forthcoming Book of Dust.
Serpentine originated as an act of charity: an original, handwritten story by Pullman about Lyra Belacqua, auctioned off during the production of Nicholas Hytner’s stage adaptation of His Dark Materials in 2004, with the proceeds donated to worthy causes.
The story is set sometime between the end of The Amber Spyglass and the beginning of The Secret Commonwealth, while Lyra is an undergraduate at St. Sophia’s College in Oxford, and it describes a minor, uneventful encounter that nevertheless sets up some of the most wrenching aspects of The Book of Dust.
Sign up for the Slate Culture newsletter
What Lyra wants to know from Dr. Lanselius is how the witches, who all acquire the capacity to separate from their  daemons, broach the topic.
Although Serpentine does supply a glimpse of Pantalaimon’s adventures with Will Parry’s daemon while Lyra and Will are in the land of the dead, what actually happened to Pan after the separation matters less than Lyra’s growing awareness of the price they have paid for that trauma.
For the first time, Pan has had experiences Lyra knows nothing about, and the pair can be seen bickering and reproaching each other with a seriousness never evident in His Dark Materials.
“When I wrote Serpentine,” Pullman wrote in a statement for his publisher, “I had no idea that I was going on to write another trilogy, showing Lyra as an adult.” And in this 16-year-old story, he prefigured the painful estrangement between his heroine and her daemon that he had no inkling would feature in a future novel about Lyra’s adulthood.
Even more than Lyra’s Oxford and Once Upon a Time in the North, Serpentine is strictly for Pullman completists—newcomers to the Lyra novels will be entirely lost.
It’s a less impassioned performance than Michael Sheen’s readings of the two published volumes in The Book of Dust, but Colman’s self-possession suits Lyra at this stage in her life: thoughtful, careful, and all too aware that the true consequences of our actions cannot always be foreseen.
Slate Book Review","('lyra', 0.46403783646860086)","('lyra’s', 0.2109262893039095)","('pullman', 0.2109262893039095)"
file-62,"This week, Saturday Night Live performed what should have been a revolutionary scientific experiment: The worst events of another terrible week in America were supposed to be broken down into individual atoms by a disintegrator, beamed into homes all over the country at the speed of light, and re-assembled into something funny and cathartic by special receiving sets.
If all had gone as planned, it would have been a revolutionary demonstration of the power of science and sketch comedy.
So the first seven and a half minutes here are not great, but they’re just regular old SNL-on-an-average-week not great.
The back half of this sketch, though, is a monster created by atoms gone wild.
Once Carrey shows up, there’s nothing that evokes Joe Biden, or last week’s vice-presidential debate, or last week in general, or any film version of The Fly, but it did remind me of George Langelaan’s original 1957 short story “The Fly.” Specifically, this passage:
The best of movies, TV, books, music, and more, delivered to your inbox three times a week.
It’s kind of a shame, though, that Herman Cain’s tragic death from COVID-19 got sucked into such a comedy vacuum.","('cain', 0.23007451497650755)","('fly,', 0.23007451497650755)","('herman', 0.23007451497650755)"
file-63,"Aaron Sorkin, bard of blowhards, poet of patriotism, orchestrator of countless West Wing walk and talks and ripped-from-the-headlines clashes of ideas, is either the exact right or exact wrong writer for our highly unsubtle historical moment.
Sacha Baron Cohen brings energy and goofy verve to what might otherwise be (and sometimes is) a stodgy courtroom drama.
The Trial of the Chicago 7 (which begins streaming on Netflix on Friday) is only Sorkin’s second time around both writing and directing a feature film, and though he continues to be better at the former than the latter, the new movie is more ambitious and livelier than the sharply written but clunkily paced Molly’s Game.
This is in effect an all-star biopic, the story of not seven but eight ’60s counterculture figures who endured a protracted and highly publicized trial after the protests of the 1968 Democratic National Convention in Chicago turned violent.
Some, like Tom Hayden (Eddie Redmayne), were idealistic student organizers in the movement against the Vietnam War. Others, like Abbie Hoffman (Sacha Baron Cohen) and Jerry Rubin (Jeremy Strong), came from a more radical wing of the left, the pranksterish group Hoffman dubbed the Youth International Party, or the “Yippies.”
Sign up for the Slate Culture newsletter
The range of approaches to protest among these groups—including the militant anti-racist Panthers, represented by Seale and his second-in-command Fred Hampton (Kelvin Harrison Jr.)—provides a springboard for any number of Sorkinian debates, some in the formal atmosphere of the courtroom, some in informal settings where the young activists butt heads.
Moreover, clips of the real-life Hoffman show that, big as Baron Cohen plays the character, the actor isn’t just hamming it up: The charismatic leader worked audiences at public events with the timing of a stand-up comic.
The film’s uninterrogated gender politics represent one of many ways in which The Trial of the Chicago 7, for all its firebrand banter, remains a fundamentally traditionalist movie.
But watching it at a moment when the majority of the population is moving leftward while our institutions are held hostage by a far-right minority—and when police violence continues, unchecked and unprosecuted, in the streets—provides the vicarious pleasure of watching a bunch of hyperarticulate progressives speak truth to power, and it feels pretty damn good, even if they do all talk a lot like Aaron Sorkin.
Sacha Baron Cohen","('baron', 0.22301425719908177)","('hoffman', 0.1784114057592654)","('trial', 0.1784114057592654)"
file-64,"LeBron James celebrates an offline accomplishment.
It’s taken him 17 long seasons, but LeBron James will finally be playing in his 10th NBA Finals.
It was a true team effort, with James and JaVale McGee combining to put up 38 points, 17 rebounds, and 10 assists.
That’s good, LeBron, because for me, personally, your job is not done, either.
Nevertheless, LeBron would like us to believe that his age somehow makes him special.
“I think people have just grown accustomed of what I do and it gets taken for granted at times what I do because I do it so often and it’s been a constant thing for so long,” he said.
For some, LeBron has already done enough to be considered an all-time great.
“LeBron is one of the most dynamic and charismatic players in the history of the NBA,” Kareem Abdul-Jabbar has said.
“LeBron James to me, when you think about all-around basketball players, he’s probably the best of all time,” claimed Magic Johnson.
All due respect to Kareem and Magic, but I’ve been watching the NBA since Kareem Abdul-Jabbar and Magic Johnson ruled the league.
Yes, I’ve seen LeBron’s various “feats.” I watched a 22-year-old LeBron score 25 straight points to close out the Pistons in Game 5 of the 2007 Eastern Conference Finals.
Those were all great moments, sure, but they happened at specific points within the unceasing flow of time.
So, what can LeBron do to make me appreciate his greatness?","('lebron', 0.22878912225882356)","('kareem', 0.1906700976519507)","('abdul-jabbar', 0.1271133984346338)"
file-65,"Like many progressives, I’ve taken a lot of delight in watching the House speaker and her fellow Democrats stand their ground these past few months as they’ve negotiated with the White House (and, more indirectly, with feckless Senate Republicans) over the next batch of coronavirus aid.
Unlike previous rounds of relief talks, where they were willing to give up key demands in the name of passing something to avert looming catastrophe, Pelosi and company have simply refused to cave on issues like providing support to state and local governments, working from the premise that, this time around, a bad bill would be worse than no bill at all.
Last week, Pelosi rejected a $1.6 trillion offer from the White House.
But on Tuesday, Donald Trump abruptly announced that he was pulling the plug on talks until after the election, and told Senate Republicans to focus in the meantime on confirming Judge Amy Coney Barrett to the Supreme Court.
On Twitter Tuesday evening, he demanded that Congress pass individual bits of relief legislation that he would support, like a new batch of $1,200 checks to Americans.
“It’s not going to happen.”) And now, the president seems to be feeling some regret: He’s reportedly told House Minority Leader Kevin McCarthy that he once again wants a big deal, and Pelosi and Treasury Secretary Steve Mnuchin are back to discussing whether a comprehensive agreement might be possible.
After all, the politics of all this are absolutely abysmal for the president, who—let’s say it again—got loaded on meds and publicly ordered his party to spend its time hustling his Supreme Court nominee onto the bench instead of doing something to help struggling families and businesses in the middle of a pandemic, before impotently wailing for Democrats to just pass the parts of a bill he likes, and is now presently in the mood to negotiate again.
He looks, in short, like an erratic moron whom nobody in their right mind would want to deal with, which can’t possibly help his poll numbers.
Without government support, failing businesses are going to spend the next several months laying off their workers, many of whom won’t be able to pay their bills with the unemployment benefits now on offer.
Even if Biden is able to pass his own recovery legislation in January, Democrats still have a political interest in making sure the transition to his presidency doesn’t become a frigid period of economic hardship.
Some, like New York magazine’s Josh Barro, have suggested that Biden could create an ersatz stimulus effect as president-elect by announcing his plans for a relief package, which could give employers and households a chance to plan accordingly.
Pelosi wanted to extend $600-a-week unemployment benefits until the end of January.
The Democrats’ number is probably closer to what’s needed long-term; one of the most in-depth recent forecasts of the fiscal pain states are confronting suggests that they could face $467 billion in revenue shortfalls from 2020 through 2022 (that number could be lower if unemployment falls quicker than anticipated, or higher if a second wave of COVID shuts the economy back down in the winter).
But half of what’s needed is certainly better than nothing, especially if a Biden administration is in a position to pass more aid down the line.
Going into these negotiations, Democrats needed to avoid passing a weak bill that would help Donald Trump politically more than it would actually help families, businesses, and states.
Trump Wants a Stimulus Deal Again.
It’s also unclear what would actually happen if Pelosi backtracked and tried to accept Mnuchin’s previous offer at this point.
Pelosi and the Democrats seem to have begun these talks assuming they could take a hard line in part because they believed there was no way the president would be irrational enough to endanger his reelection chances by walking away without a deal.","('pelosi', 0.1857187154712877)","('mnuchin’s', 0.16176778473140757)","('trillion', 0.14702198277737405)"
file-66,"When Congress let the $600 weekly unemployment payments it created in response to the coronavirus crisis expire at the end of July, many worried it would deal an immediate and painful blow to the economy.
Millions of jobless Americans were relying on the benefits to cover their bills, and cutting them off seemed like a good way to tank consumer spending (while deepening the country’s general atmosphere of misery).
The Commerce Department reported on Thursday that while personal incomes did fall by 2.7 percent in August, largely thanks to jobless benefits disappearing, consumer spending actually increased for the fourth month in a row, ticking up another 1 percent.
While job growth did slow down a bit between July and August, companies still continued bringing back their workers as states pushed forward with their reopening plans and customers returned.
At the same time, people who work in low-wage service industries like bars and restaurants are still facing mass joblessness, and it was reasonable to expect that slashing unemployment benefits would force many of them to cut back on spending.
According to Opportunity Insights, consumer spending in low-income ZIP codes increased through August.
The shares of Americans who said they couldn’t afford enough to eat and who were concerned about being able to make their next rent payment both declined from July to August, for instance.
If so many workers who were barely scraping by before are still out of work, why didn’t cutting their benefits cause more harm?
But it’s plausible that Americans on unemployment during the spring and early summer managed to save as well, given that thanks to the flat $600 federal payment, many beneficiaries were collecting more in benefits than they’d previously earned at work.
In short, Americans were able to keep spending as some people went back to work, some people finally got money they’d been owed for weeks if not months, and some people broke into their emergency savings.","('unemployment', 0.27531764000112746)","('americans', 0.24090293500098653)","('july,', 0.189869085971211)"
file-67,"Mortadella is an Italian cold cut made of pork and often studded with pistachios.
Its existence dates back to the Roman empire, and a cool 2,000 years later, mortadella is spreading like, well, whipped mortadella through the food scene in New York and beyond.
Mortadella’s the star of a delicate, open-faced amuse bouche at Tribeca’s Frenchette, and rears its pink-and-white head as a pizza topping at both Emmy Squared and Ops. You can get it on grilled focaccia at Coco Pazzo, or sliced thick and fried like a cutlet at Katana Kitten.
And over at Black Seed, they’re pairing it with mustard butter, a fried egg, and a pretzel bagel for a limited-edition sandwich.
In Boston, restaurateurs Charles Sillari and Sebastian Fricia have even opened up a restaurant called Mortadella Head with a menu that makes heavy use of—well, you already know.
“Mortadella” is a catchall term to describe a cold cut made from pork scraps and pieces of pork fat, which gets added to the mixture in cubes and gives mortadella its telltale white polka dots when sliced.
The main differences between bologna and mortadella are twofold: Making bologna involves a much simpler process, resulting in a less silky, nuanced texture than mortadella, plus it can be produced with other meats ground together with the pork, like beef.
Charles Sillari, who developed the menu for Mortadella Head in Boston, has experimented with mortadella meatballs.
Matt Hyland of Emmy Squared recommends rethinking how home cooks use mortadella between two slices of bread: “Get a chunk of it, cut it into pieces, and brown them—it’s a different way to make a sandwich.” It’s also excellent with pizza, either thinly shaved atop warm slices, or the way it’s used at Emmy Squared, cut into little batons that crisp up in the oven.
In pasta, mortadella can be used in place of another cured meat like bacon (in other words, cut into rods and crisped into oblivion) or as a a filling for stuffed noodle shapes.
Parker & Otis in Durham, N.C., use it on a grilled cheese with crispy bacon, but we think it’d be even better with a few slices of mortadella.
Classic Italian MuffulettaThe quintessential New Orleans sandwich, muffulettas are packed with cheese, lettuce, olives, and—of course—lots of cold cuts.
Rao’s MeatballsLike Sillari mentioned, mortadella is an A+ addition to your standard meatball recipe.
This one from iconic New York City restaurant Rao’s is one of our all-time favorites (and when you think about it, it’s really anything but standard).","('mortadella', 0.7157050774900702)","('pork', 0.13763559182501348)","('pizza', 0.11393537138519785)"
